circRNA_ID	Case1	Case2	Control1	Control2
chr17:42834515|42838799	0	0	11	0
chr17:81717002|81717491	3	0	0	0
chr8:37814896|37829332	0	0	2	0
chr13:54952301|54970897	0	6	0	0
chr19:10252551|10258328	0	0	0	7
chr9:129084668|129085616	0	8	0	0
chr1:246556573|246557534	0	3	0	0
chr11:66020564|66021643	0	9	0	0
chr3:39502535|39513606	0	0	2	0
chr6:54308597|54320642	0	0	0	6
chr1:171783740|171792235	5	0	0	0
chr6:126919560|127071086	0	0	8	0
chr1:236572725|236592110	4	0	0	0
chr11:35180274|35186900	0	0	4	0
chrX:77856733|77875597	2	0	0	0
chr2:227265875|227268769	0	3	0	0
chr17:57258270|57262192	2	0	0	0
chr4:140409837|140426787	7	0	0	0
chr7:103075777|103083830	0	7	0	0
chr6:14392304|14393336	8	6	0	1
chr1:38856879|38867610	0	8	10	4
chr10:49945032|49952219	0	3	0	0
chr20:43618940|43636013	0	0	0	6
chr2:231272955|231282133	0	9	0	0
chr1:205308165|205308732	0	2	0	0
chr16:8882475|8883286	3	0	0	0
chrX:149713143|149714576	0	0	0	5
chr2:240011617|240018639	0	7	0	0
chr20:5972007|5983165	0	0	2	5
chr12:8172555|8174452	5	1	0	4
chr3:189974558|189986877	0	8	0	8
chr17:56834778|56845809	0	8	0	0
chr4:83429524|83437097	0	5	0	0
chr11:65214326|65222596	5	0	0	0
chr8:81844451|81853836	0	0	6	0
chr15:75338646|75339104	0	5	0	0
chr11:3500466|3508396	0	4	0	0
chr10:42796474|42816672	0	0	0	13
chr8:95260468|95263774	0	0	0	3
chr11:18087143|18089510	0	10	0	0
chr11:75099843|75133929	5	0	0	3
chr22:18083437|18121701	0	0	9	0
chr15:41256910|41262883	0	1	5	0
chr7:9961285|9981829	0	0	0	6
chr6:159767005|159776272	9	0	0	0
chr9:99128855|99144888	7	0	0	0
chr12:129209558|129210266	0	0	6	12
chr8:22173602|22176313	0	2	0	0
chr2:59249489|59384793	0	10	0	0
chr7:150041363|150042012	0	5	0	0
chr3:158596862|158598208	0	0	0	5
chr2:48620851|48645117	0	0	4	0
chr17:82718906|82720363	1	4	0	0
chr22:20316119|20319799	0	0	0	2
chr1:33354401|33368622	0	0	0	4
chr1:99999261|100011533	7	0	0	0
chr16:72555265|72570515	4	0	0	0
chr17:42573819|42577561	0	0	0	4
chr9:114668206|114671827	0	0	6	0
chr14:77441066|77444341	6	0	0	0
chr8:124567071|124589711	0	0	0	13
chr4:94317873|94334638	0	0	6	0
chr19:10086929|10090047	0	0	8	0
chr4:3476342|3476542	8	0	0	0
chr7:80662990|80670022	0	5	0	0
chr3:150890938|150905089	0	0	2	0
chr9:127428832|127435216	0	5	0	0
chr16:996469|1000537	9	0	0	0
chr21:46436979|46441084	0	0	9	0
chr12:70278132|70285586	0	0	8	0
chr3:50273298|50274057	0	12	0	0
chr8:23199886|23201919	0	0	7	0
chrX:50384720|50392449	0	8	0	0
chr11:30495296|30536175	0	0	5	0
chr4:69809830|69810867	0	0	0	4
chr10:133556759|133558214	2	0	0	0
chr14:32577120|32678459	5	0	0	0
chr2:112835566|112836244	0	0	0	3
chr3:184715031|184734240	0	0	6	0
chr4:101917993|102030265	0	0	0	4
chr1:111443323|111447144	0	0	4	0
chr12:16239681|16244800	10	0	0	0
chr19:51354150|51368099	0	2	0	0
chr3:48922748|48927813	0	0	3	0
chr14:94446331|94448777	4	10	11	0
chr3:127722430|127821838	0	0	0	9
chr10:88908702|88914658	0	3	8	0
chr4:57201133|57201820	2	0	3	3
chr1:210094322|210100461	0	6	0	0
chr11:59136057|59140167	0	0	0	6
chr21:15777904|15805258	0	0	7	0
chr1:63525572|63532031	5	0	0	0
chr4:155360285|155361322	8	0	0	0
chrX:8494264|8495130	6	2	6	2
chr1:43976090|43976379	0	0	0	2
chr17:40797120|40798391	0	0	3	6
chr17:8828567|8836716	6	0	0	0
chr8:143468382|143507899	0	2	0	6
chr14:95669551|95670577	0	0	2	0
chr9:24544972|24545286	0	0	1	4
chr11:126272969|126275870	0	8	0	7
chr5:45303599|45396710	0	9	0	0
chr1:113619736|113646642	3	0	0	4
chr14:54401524|54417951	0	6	0	0
chrX:3818657|3829392	0	2	0	0
chr9:136945634|136946566	5	0	0	0
chr7:104802839|104804086	0	0	0	10
chr1:235993645|236029750	0	0	0	3
chr1:154967671|154968614	0	4	0	6
chr5:39311137|39341293	0	4	0	6
chr6:146962391|147074847	0	5	0	0
chr5:136231354|136266436	0	0	13	0
chr1:160181684|160182031	0	0	3	0
chr2:205121591|205176577	0	8	0	0
chr13:100209332|100268783	0	10	0	0
chr21:16181591|16231115	5	0	0	0
chr5:51384541|51387749	7	3	6	0
chr6:41587299|41597242	0	0	2	0
chr1:165417041|165420014	4	0	0	0
chr15:42794644|42828032	0	8	0	0
chr4:70238382|70244873	0	0	4	4
chr20:5434172|5445723	11	0	0	0
chr11:91839611|91844608	0	0	0	7
chr21:15195407|15220257	4	0	0	0
chr20:4148935|4175263	6	0	0	0
chr5:82058495|82178587	0	0	0	9
chr1:222650292|222650711	0	0	0	2
chr16:3504720|3508468	0	0	7	0
chr7:128675675|128677813	0	5	0	0
chr13:32758534|32759690	5	0	0	0
chr1:203222202|203225104	0	0	0	7
chr20:43686852|43702903	0	8	0	6
chr11:89669405|89674169	9	0	6	0
chr12:49105924|49107045	0	3	0	3
chr8:49168684|49193257	0	0	3	7
chr9:104111581|104118375	9	3	0	0
chr19:52300394|52314279	5	0	1	4
chr3:173213210|173259813	0	0	0	10
chr17:75902020|75904719	0	0	7	0
chr8:40808509|40825680	2	0	0	0
chr4:187059376|187060077	0	0	0	5
chr8:95506460|95524518	4	0	0	0
chr7:6421727|6432959	0	0	0	4
chr1:153631011|153632240	6	1	4	0
chr22:50487385|50488342	0	4	0	0
chr21:42484677|42492863	0	6	0	0
chr1:203055432|203056155	7	0	0	0
chr18:57615817|57620651	7	0	0	0
chr4:54048955|54049305	0	0	0	6
chr11:74006169|74007137	7	0	0	0
chr20:64066476|64067020	0	0	4	0
chr11:9581532|9585353	0	5	0	0
chr11:6600926|6601602	0	0	0	4
chr2:52498603|52500752	0	2	0	2
chr5:133225658|133316652	0	4	0	0
chr14:94612297|94615084	0	2	0	0
chr6:136826319|136866733	0	0	0	5
chr4:42143428|42143994	0	3	0	0
chr2:227265839|227279578	0	0	6	0
chr9:3271003|3293258	0	0	0	6
chr16:4798071|4802627	0	0	0	9
chr11:1753994|1755028	2	0	0	0
chr7:87847853|87856351	0	0	0	6
chr19:1987500|1990201	0	0	4	0
chr1:54612486|54616172	0	0	5	0
chr12:21475676|21483574	0	0	9	0
chr20:23180411|23186313	0	0	3	0
chr19:55094661|55096178	0	2	0	0
chr1:117933630|117938558	0	0	6	0
chr17:8009506|8014028	0	0	9	0
chr1:62601082|62602380	0	0	0	6
chr19:34490376|34493622	6	0	0	0
chrY:20579608|20582693	0	0	0	3
chr17:9854495|9860101	0	2	0	0
chr2:48621167|48642457	0	5	0	0
chr1:81514835|81557702	5	4	0	0
chr21:41395587|41402128	0	5	0	0
chr18:54365719|54372597	0	4	0	3
chr19:10679097|10681329	0	0	3	0
chrX:66192130|66207334	8	0	0	0
chrX:85051389|85055925	0	5	0	0
chr10:91831103|91842391	2	0	0	0
chr3:49325719|49327816	0	6	0	0
chr1:40533143|40540712	6	0	0	0
chr14:86055341|86061562	2	6	6	0
chr12:52362251|52364366	0	0	5	0
chr19:39333077|39335554	0	0	0	2
chr11:91166749|91167336	4	5	4	0
chr8:28502670|28528164	9	0	0	0
chr3:18584917|18585442	3	0	0	0
chr5:116091079|116092700	3	0	0	0
chr4:179997387|180021391	0	6	0	0
chr19:51337238|51338208	0	0	3	0
chr19:47143494|47150375	3	0	0	0
chr7:99358340|99386789	0	3	0	0
chr5:61688862|61696018	0	0	0	5
chr9:97281516|97290902	6	0	0	6
chr3:138452048|138457644	0	2	0	0
chr2:175113994|175121540	0	6	0	0
chr2:201187706|201193119	0	5	0	0
chr17:6428318|6434098	0	7	0	0
chr6:37282882|37291357	2	0	0	0
chr2:107755482|107810740	0	0	3	4
chr7:137571175|137585346	0	0	5	0
chr11:124977478|124991583	0	0	5	0
chr7:150338986|150340204	0	0	6	0
chr20:41169079|41169526	0	0	0	4
chr17:39281389|39299084	0	0	0	3
chr4:171055355|171055898	0	0	5	0
chr4:684483|686302	0	5	6	0
chr11:124801984|124804848	0	3	1	0
chr2:231458266|231460564	7	0	6	2
chr5:102669465|102669606	0	0	4	0
chr19:35870896|35871349	0	0	4	0
chr2:62631402|62661933	0	5	4	0
chr2:182934752|182942163	0	2	0	0
chr12:110661164|110688708	0	11	0	0
chr19:48743445|48745288	0	0	2	0
chr9:113282646|113286828	0	0	6	0
chr14:103703173|103711245	0	0	0	4
chr5:138254057|138257951	0	6	0	0
chrX:103794101|103794927	0	3	0	0
chrX:15250430|15258945	0	0	0	9
chr6:88303845|88315733	12	0	0	0
chr20:10908826|10909289	0	3	0	0
chr11:8126659|8137471	8	0	0	0
chr3:37154614|37174605	2	0	0	0
chr19:51185440|51187266	0	0	0	8
chr19:41976416|41981831	0	9	0	0
chr6:11487565|11490464	0	0	0	3
chr17:70053299|70073282	0	7	0	0
chr3:39100747|39102881	0	0	0	3
chr16:83827642|83829969	0	2	0	0
chr5:10400784|10405677	0	0	4	0
chr15:43386206|43399174	0	8	0	0
chr3:58123093|58141929	0	0	0	8
chr10:116546093|116547448	0	3	0	0
chr18:6215750|6264038	5	0	0	0
chr12:80848099|80848322	2	0	0	0
chr18:24302389|24303718	0	0	2	0
chr20:37044086|37062270	0	0	6	0
chr1:176945926|177014875	0	0	0	13
chr11:8440678|8457479	5	0	0	0
chr11:95191404|95193522	2	0	0	0
chr19:16148724|16152641	3	0	0	0
chr18:45150140|45179978	0	6	0	0
chr19:36010567|36013422	0	0	0	7
chr1:207652547|207653181	6	0	0	3
chr10:80233664|80235360	0	4	0	0
chr16:4894467|4899120	0	0	4	0
chr22:17810703|17816784	0	5	0	0
chr3:27797816|27802850	0	0	0	9
chr12:120993520|120996742	4	0	0	0
chr18:2732265|2740821	0	0	0	8
chr1:247418053|247434273	0	0	0	5
chr5:146000058|146049245	0	0	6	0
chr1:236525968|236539089	0	0	5	0
chr18:63400547|63410446	0	8	0	0
chr1:54786957|54787792	0	6	0	0
chr2:61873197|61877514	0	0	3	0
chr18:192842|198132	0	0	7	0
chr11:130368894|130393596	2	0	0	3
chr3:46748625|46756629	0	0	0	4
chr4:55455897|55478963	0	0	6	0
chr1:69555418|69556993	3	0	0	1
chr17:48095715|48100582	0	0	2	0
chr8:61391128|61454251	3	0	0	0
chr4:70827852|70833273	7	8	0	0
chr19:6381359|6383495	0	0	5	0
chr6:124996575|125006177	0	0	0	5
chr21:25175241|25361280	11	2	6	1
chr1:100017682|100060005	0	0	0	4
chr18:46435289|46450400	0	3	0	0
chr12:14884213|14884887	0	0	0	3
chr10:11257738|11275120	0	4	0	0
chr1:154330815|154331678	2	0	0	0
chr11:116759074|116765446	0	11	1	0
chr2:19945786|19953978	0	0	7	0
chr1:151185506|151185950	0	9	0	6
chr7:66831196|66832480	0	0	5	0
chr1:94535965|94536164	0	0	0	3
chr5:17852606|17920309	6	0	0	0
chr3:151156161|151164042	0	0	4	0
chr2:1800167|1810100	0	0	5	4
chr2:80776470|80781002	8	0	0	0
chr1:147166498|147172167	0	0	0	4
chr17:43213828|43216589	5	0	0	0
chr11:64276904|64284376	4	0	0	0
chr9:131619051|131621998	0	0	2	0
chr17:20724596|20725720	0	5	0	0
chr19:41847425|41847881	0	0	0	8
chr10:73426607|73427768	0	0	0	3
chr19:50949855|50952668	0	0	8	0
chr19:12322585|12324979	4	0	0	0
chr16:23194171|23212151	0	0	3	0
chr16:28484006|28487541	0	4	0	0
chr16:676336|677699	0	9	0	0
chr6:37929959|38061775	0	0	6	0
chr18:58812482|58831788	0	0	0	8
chr19:36689397|36694876	0	0	3	0
chr22:31105658|31106046	0	2	0	0
chr1:22154903|22155903	3	3	0	0
chr3:157150282|157152241	9	0	0	0
chr6:50822134|50823865	0	4	9	0
chr3:169982707|169985865	0	0	0	5
chr14:87406380|87440261	0	0	2	2
chr16:30046323|30046631	0	0	2	0
chr12:82930431|82966997	0	0	0	4
chr2:165758747|165770808	0	7	0	0
chr11:61725995|61735816	0	0	5	0
chr5:134306609|134312380	0	0	4	10
chr1:111695341|111703476	0	5	0	0
chr12:112995296|113003102	0	7	4	0
chr16:29312350|29328624	0	0	0	5
chr2:3678468|3683074	0	0	2	0
chr20:31823477|31830889	0	4	0	0
chr1:87072934|87092669	0	7	0	0
chr7:105132791|105133104	0	0	0	4
chrX:107153454|107167784	0	3	0	0
chr3:149324880|149333399	0	0	0	6
chr7:122034282|122036682	5	0	0	0
chr19:49463854|49464522	0	3	0	0
chr15:34245285|34252384	0	8	0	6
chr22:37142434|37144205	0	0	0	2
chr14:52632160|52633655	0	3	0	0
chr7:66773691|66795592	0	0	12	0
chr4:147881838|147913139	0	7	0	0
chr15:40853489|40854522	0	0	6	0
chrY:13159956|13162214	0	0	3	0
chr6:134172662|134173566	5	0	0	0
chr19:12679623|12680325	0	0	9	5
chr5:107387706|107427509	0	0	0	10
chr13:25313614|25320595	0	9	0	0
chr9:15846702|15848947	3	0	0	0
chr14:77679880|77704477	8	0	0	2
chr3:146220815|146222092	0	6	5	0
chr1:53092554|53105774	0	4	0	0
chr7:832505|838986	3	0	0	0
chr7:99512453|99520304	0	4	4	5
chrX:19010613|19023948	5	0	0	0
chr2:227876443|227891313	0	7	0	0
chr7:73841070|73842144	0	3	0	0
chrX:65051462|65075670	8	0	0	0
chr12:56725263|56738525	0	8	0	0
chr3:124923527|124927600	0	0	0	2
chr1:11950357|11952735	4	0	0	0
chr1:222737904|222746719	0	0	0	2
chr2:178485641|178490814	4	0	0	1
chr11:69486044|69488308	7	0	0	0
chr14:48429186|48491767	3	0	0	0
chr1:51465261|51468568	0	0	0	2
chr20:63706357|63707092	0	0	0	2
chr15:41394859|41397140	0	0	0	3
chr15:26125209|26126022	2	0	0	0
chr6:109377900|109379662	0	0	2	0
chr3:49687149|49687478	0	0	5	0
chr8:144889933|144895232	0	0	9	0
chr6:136110996|136162348	0	7	0	0
chr1:236572725|236582872	0	0	2	0
chr13:49551326|49560084	0	5	2	0
chr17:47286260|47302840	11	0	0	0
chr7:35635135|35667588	0	0	9	0
chr7:39763548|39767670	0	3	0	0
chr22:26305979|26313902	0	2	0	0
chr10:125841743|125854203	0	0	0	11
chr7:66633275|66638431	1	0	3	0
chr13:28662410|28668574	0	0	0	3
chr13:23203695|23295487	0	0	0	6
chr17:35136362|35137890	0	0	4	0
chr9:33798368|33799913	0	0	0	2
chrX:86651036|86739882	0	2	0	0
chr20:2492699|2494044	5	0	1	0
chr3:112093360|112109613	0	0	0	3
chr9:89698033|89700357	0	0	0	4
chr1:160932917|160934401	5	0	5	0
chr20:1312587|1313639	0	4	0	0
chr11:83171818|83177204	0	0	3	0
chr16:50549422|50621708	6	0	0	0
chr3:98518885|98521442	0	0	0	6
chr16:67237475|67238270	11	0	0	0
chr7:65974526|65979541	0	0	0	6
chr6:25963049|25972099	4	6	0	6
chr2:88173139|88179013	0	0	7	0
chr1:43365186|43365623	6	0	0	0
chr10:17866562|17875253	0	6	0	0
chr15:42261196|42268032	0	0	5	0
chr12:122030700|122035427	6	5	2	0
chr3:32532986|32541206	0	0	4	0
chr21:37472684|37486614	0	0	5	0
chr1:222823884|222831042	5	0	0	0
chrX:80289664|80310233	0	0	0	5
chr15:40701064|40709116	11	0	0	0
chr3:173259695|173260549	0	0	6	0
chr14:76166663|76176690	0	6	7	0
chr7:116243842|116255235	0	0	6	0
chr11:125576255|125579068	0	3	0	0
chr1:46077515|46080750	0	0	0	4
chr3:127619027|127620880	0	0	0	8
chrX:102563207|102566236	0	0	2	0
chr7:99410034|99411186	2	0	2	0
chr4:184153554|184204125	0	0	2	0
chr11:64296878|64297653	3	3	0	0
chr11:16055752|16111923	0	8	0	0
chr10:102869805|102873233	0	0	0	13
chr9:132661208|132670401	0	0	5	0
chrX:135901559|135908617	0	0	4	0
chr2:121237802|121246970	0	0	0	2
chr13:84876073|84884242	6	0	0	0
chr1:15758174|15764685	0	0	2	0
chr2:131120934|131130760	0	5	0	0
chr2:52897243|52910024	0	4	2	0
chr6:133768831|133845951	0	0	0	6
chr12:122976253|122976970	7	0	0	0
chr6:151423525|151433230	6	0	0	0
chr1:244420170|244424387	0	0	7	0
chr22:16675123|16679493	0	0	2	0
chr7:55497613|55521130	0	0	4	0
chr5:72990478|73017308	0	0	0	5
chr12:8043701|8048289	0	4	0	11
chr19:48955687|48960336	0	0	0	8
chr19:9471296|9475369	0	0	0	6
chr15:59058356|59085785	0	0	0	3
chr6:117357804|117366290	0	2	0	0
chr20:45333023|45335920	0	4	0	0
chr12:6517779|6525716	0	0	7	0
chr1:42773546|42774868	0	0	4	0
chr1:59082568|59086596	0	0	0	7
chr1:108991254|109004718	0	0	0	9
chr15:55329724|55339318	0	0	2	0
chr1:108991254|109004715	0	10	0	0
chr17:80949443|80957730	3	0	0	0
chr20:43566473|43567722	0	0	5	0
chr22:46278586|46285279	0	0	0	6
chr19:35250315|35266738	0	0	0	2
chr6:127512891|127515047	0	0	2	0
chr12:52847907|52848621	4	1	0	0
chr12:15883083|15895496	0	8	0	0
chr20:35013008|35044712	0	0	6	0
chr20:10894616|10896400	4	0	0	8
chr1:160836195|160841500	3	0	0	0
chr20:3744902|3748391	0	2	0	0
chr6:35738027|35738518	5	0	0	0
chr18:56618004|56638505	0	0	0	4
chr14:86000861|86031230	0	0	0	6
chr10:50205982|50236064	0	0	7	0
chr6:46749896|46752111	0	0	5	0
chr2:178671090|178672267	0	0	5	0
chr15:85693277|85708086	3	0	0	0
chr2:66691672|66697503	0	0	0	4
chr8:85465272|85473811	1	0	4	0
chr1:111159380|111182318	0	0	0	3
chr14:66117908|66123313	0	2	0	0
chr2:43707401|43726451	0	0	8	0
chr1:75822409|75898081	0	9	0	0
chr2:64572946|64579546	0	0	2	0
chr19:47882084|47883785	0	1	2	0
chr12:13066640|13071396	0	0	6	0
chr19:39388762|39389383	0	0	0	6
chr1:109411011|109413135	0	5	0	0
chr17:72083906|72085045	0	5	0	0
chr5:25258865|25260690	0	0	5	0
chr13:113833492|113834764	0	10	4	0
chr5:149362637|149364210	0	3	0	0
chr1:204140035|204141457	0	0	0	3
chr1:150050482|150054640	0	0	7	0
chr11:32589012|32595013	0	7	0	0
chr20:33412575|33439026	0	0	0	4
chr5:134784366|134788591	0	6	0	0
chr10:71287598|71292554	11	0	0	0
chr2:188483431|188541318	0	4	0	10
chr1:204247365|204248970	5	0	0	0
chr3:50375644|50377803	0	0	0	2
chr2:47129941|47153016	8	7	0	0
chr3:38001456|38001860	0	5	2	0
chr2:85362186|85368754	0	0	6	0
chr12:21852368|21872730	0	0	8	0
chr1:36091244|36091825	5	0	0	8
chr1:32485101|32536564	0	0	4	0
chr20:58691034|58694592	0	7	0	0
chr12:61682110|61685833	3	4	0	0
chr17:80205012|80205434	0	0	6	0
chr20:37386075|37396311	0	0	0	3
chr4:139678543|139695267	5	0	0	0
chr11:57598271|57606213	0	0	0	7
chr8:63027181|63030217	0	0	6	0
chr6:99464604|99488295	0	0	6	0
chr14:96404757|96408941	0	0	0	4
chr10:236838|240970	4	10	2	0
chr9:104132009|104134575	0	0	7	0
chr10:61416056|61431332	0	6	0	0
chr6:45941547|45955244	7	0	0	0
chr10:24473228|24520253	0	0	4	0
chr6:70773350|70852664	4	0	11	3
chrX:48966761|48967106	0	9	0	0
chr3:39144997|39146722	2	4	3	10
chr11:61265122|61267544	6	0	0	0
chr16:786827|787645	0	0	7	0
chr5:3421071|3422622	0	5	0	2
chr14:91157639|91160397	4	0	0	0
chr1:248750524|248755386	0	0	4	0
chrX:52625502|52628297	0	0	4	5
chr1:66958851|66963160	4	0	0	0
chr1:229610106|229614485	1	0	0	4
chr12:18381766|18488629	0	10	9	0
chr17:10383156|10406238	0	3	0	4
chr5:171790230|171791420	0	0	0	7
chr9:137251738|137252135	0	6	0	0
chrX:101623786|101624218	0	0	0	5
chr12:122575800|122584450	0	0	0	8
chr12:9162597|9165367	0	0	0	7
chr11:14458532|14460297	2	0	0	0
chr16:27241353|27257581	0	0	0	5
chr12:55493091|55585471	0	0	3	0
chr2:105275560|105284398	0	9	0	0
chr16:75412535|75414695	0	0	6	0
chr7:156734177|156763795	5	0	0	0
chr3:85805454|85828050	6	0	0	0
chr1:211182157|211183101	0	0	3	0
chr2:119321154|119339971	5	0	0	0
chr16:58718196|58722278	0	5	0	0
chr3:196306943|196316231	6	2	0	2
chr3:62985036|63106422	0	7	0	0
chr1:95992340|95996194	0	0	0	5
chr16:9385374|9401783	0	0	6	0
chr17:4960459|4960853	3	0	0	0
chr12:59704772|59771362	0	0	9	0
chr2:157542706|157556332	0	0	0	5
chr10:116683791|116701129	12	0	0	0
chr5:55023138|55028587	0	7	0	0
chr10:73043887|73053590	10	0	0	5
chr10:48187192|48222451	0	9	0	0
chr7:131052425|131106617	3	0	0	0
chr1:53071535|53077346	7	0	1	0
chr2:136008867|136012982	0	0	3	0
chr7:45063918|45068579	0	0	2	0
chr6:102035341|102064048	0	0	0	3
chr1:24383867|24391679	0	2	0	0
chr22:20974704|20976766	0	0	0	11
chr9:5810011|5813035	0	0	0	3
chr4:124208350|124210261	1	3	0	2
chr7:141931720|141945400	4	0	0	0
chr16:20902486|20911264	0	0	0	9
chr4:5841308|5851469	5	3	2	0
chr2:197459932|197462731	0	0	0	3
chr7:117315071|117320793	6	0	0	0
chr7:131506579|131511433	0	0	6	0
chr1:160748194|160751448	6	0	0	0
chr9:36063795|36117177	0	2	0	0
chr3:39065791|39066630	0	5	0	0
chr2:96547402|96549805	0	0	0	5
chr5:148270040|148270912	0	0	0	5
chr6:127148648|127150572	10	0	0	0
chr6:151842597|151944508	3	0	0	0
chr6:3298091|3438555	0	0	8	0
chr1:11828106|11834395	0	0	6	0
chr18:75643356|75646766	0	4	6	0
chr15:45104140|45107463	0	0	0	7
chrX:133305772|133324536	0	0	0	8
chr3:65391142|65440012	0	0	0	3
chr19:49399457|49407671	0	0	2	0
chr20:2656774|2657218	3	0	0	0
chr2:178906014|178915709	3	0	0	0
chr9:133105932|133109721	0	7	0	4
chr19:5699027|5707143	0	4	0	0
chr1:161042833|161043360	4	0	0	0
chr19:50336506|50337675	0	0	7	0
chr3:52844829|52855444	0	10	0	0
chr1:111780225|111787106	0	0	6	0
chr12:131076801|131136163	5	0	0	0
chr12:113260368|113266356	0	8	0	0
chr2:102762587|102764427	0	4	7	2
chr20:5958528|5968025	3	0	0	0
chr1:39684442|39691170	0	1	5	0
chr4:54270633|54278006	0	0	0	5
chr17:59178473|59179879	0	0	0	3
chr1:160678946|160683695	2	0	0	0
chr8:89909567|89914213	6	0	2	0
chr9:85958472|85975033	0	0	2	0
chr3:196207398|196210659	6	0	0	0
chr12:48347252|48348115	0	6	0	0
chr17:43379123|43381660	0	0	9	2
chr8:136515966|136519239	0	2	5	0
chr3:49026324|49027047	0	6	0	0
chr11:65720045|65720417	0	0	8	0
chr13:44965844|44979952	0	9	0	0
chr16:4261779|4262422	0	0	5	0
chr3:5201753|5207273	10	0	0	0
chr11:75277364|75282021	0	0	4	0
chr2:190360039|190362687	0	0	7	2
chr7:80798092|80810701	0	3	0	0
chr9:137436521|137438084	0	2	0	0
chr11:57347415|57349898	7	0	10	0
chr17:78975965|78977214	0	0	2	1
chr8:56390123|56390708	8	0	0	5
chr2:138550157|138550604	0	0	5	0
chr9:2943565|3013028	0	0	2	0
chr8:144802870|144803767	0	0	5	0
chr7:101318956|101321499	6	0	4	0
chr8:43444348|43448904	1	5	0	0
chr17:64080775|64098241	0	4	0	0
chr10:80280680|80285589	0	3	0	0
chr19:45311749|45317979	0	0	10	0
chr7:12625762|12629222	3	0	0	0
chr14:22990066|22999402	0	11	0	0
chr16:681224|681603	8	0	0	0
chr14:55170702|55179699	0	5	0	0
chr10:59622122|59628677	0	6	0	0
chr3:127606610|127615955	4	0	0	0
chr5:108959225|109047198	0	0	7	0
chr11:47411926|47413686	0	0	0	3
chr7:100219713|100220464	1	2	3	0
chr19:535837|536340	2	0	0	0
chrX:53536147|53543968	0	0	0	6
chr22:50516447|50517482	0	0	0	6
chr1:25818223|25819743	4	0	2	0
chr12:29292215|29308044	0	0	0	10
chr1:143600685|143606716	5	7	0	7
chr3:190858928|190860858	0	3	0	0
chr2:231276636|231288721	0	0	0	3
chr1:196779162|196779973	0	5	0	0
chr6:52769120|52778347	0	0	1	1
chr12:536218|544434	0	5	0	0
chr22:30287373|30288776	2	0	0	0
chr14:81087467|81099526	2	0	0	0
chr10:69243182|69248728	0	0	0	6
chr17:51273362|51280105	0	0	5	0
chr4:155360168|155373456	8	0	0	0
chr4:65671776|65681347	0	0	5	0
chr1:161306708|161307424	6	0	0	0
chr4:39189656|39203722	0	0	3	0
chr20:48011249|48015388	0	0	0	3
chr17:60623521|60648082	0	0	0	4
chr11:86465091|86508867	0	0	5	0
chr19:7697013|7698409	0	4	0	0
chr12:63782541|63789931	0	0	0	5
chr22:16695004|16700449	0	7	5	8
chr14:23638827|23639356	0	3	0	0
chr19:7610476|7611586	0	0	0	2
chr11:65855935|65858630	0	10	0	0
chr4:25666128|25670833	0	3	1	0
chr7:100676693|100677818	0	0	0	6
chr6:163320401|163324069	1	0	0	1
chr6:89379224|89387590	0	0	0	4
chr3:52230870|52231539	10	0	0	0
chr3:98904893|99018122	7	3	3	0
chr6:35312626|35318471	4	0	0	0
chr1:70315481|70324957	5	0	0	2
chr6:89198020|89203485	0	0	0	6
chr7:45977519|45978468	0	0	3	0
chr16:12752991|12753387	0	5	2	0
chr8:240824|244701	2	0	6	0
chr11:130461489|130469439	0	0	11	0
chr1:190738438|190791563	3	0	0	0
chr8:111186394|111228572	0	5	0	0
chr6:27252808|27254872	0	0	0	5
chr3:12156820|12157482	2	8	0	0
chr7:30872243|30875656	6	0	0	0
chr15:90220982|90225397	0	0	0	9
chr17:4796728|4797811	0	0	0	5
chr1:54054381|54088790	0	0	2	0
chr17:5837181|5888830	0	0	2	0
chr14:104098853|104104735	0	2	0	0
chr7:23256892|23266615	0	0	0	8
chr10:68967018|68972052	0	0	0	6
chr16:10808537|10818182	0	0	0	5
chr4:37430572|37430775	0	0	4	0
chr18:6992561|7008608	0	0	0	3
chr9:92135461|92136537	10	0	0	6
chr4:2946412|2953645	0	0	0	4
chr1:31337175|31339048	0	6	0	0
chr5:178612796|178616948	3	7	0	0
chr12:50416346|50429090	0	4	0	0
chr5:34919840|34922768	0	0	4	0
chr14:74672831|74675946	0	3	0	0
chr10:104368423|104392394	0	0	0	2
chr3:47867246|47877523	0	0	2	0
chr15:51454075|51498833	0	0	0	5
chr1:114600820|114611117	3	0	0	0
chr4:74160055|74175403	0	0	0	10
chr11:74312119|74324003	5	0	0	0
chr1:186355410|186355768	0	0	3	0
chr1:163069252|163072499	9	0	0	0
chr14:88026088|88034682	0	4	1	1
chr22:31105658|31106163	4	0	0	0
chr16:66580026|66587098	0	7	0	0
chr18:50276378|50277204	0	2	0	0
chr4:145774506|145823525	13	8	0	0
chr19:7560591|7561110	3	0	0	0
chr4:27227381|27231521	1	0	0	7
chr3:46832947|46833676	0	10	3	0
chr11:57806915|57809466	0	4	0	0
chr15:101646725|101650161	4	0	0	0
chrX:139740991|139745857	0	0	0	6
chr10:45463151|45533289	7	0	0	0
chr16:2933716|2938456	0	7	0	0
chr5:79077588|79079460	0	2	0	0
chr1:87332013|87339632	0	0	0	5
chr3:185722464|185724604	0	0	6	0
chr19:39433665|39435708	0	0	0	4
