circRNA_ID	gene_id
chr1:209603214|209609092	ENSG00000008118.10
chr1:209608980|209609929	ENSG00000008118.10
chr1:209617410|209618048	ENSG00000196878.15
chr1:209626867|209630735	ENSG00000196878.15
chr1:209705811|209706820	ENSG00000117594.10
chr1:209792269|209795418	ENSG00000117595.13
chr1:209792269|209796552	ENSG00000117595.13
chr1:209792269|209801416	ENSG00000117595.13
chr1:209833185|209839128	ENSG00000117597.18
chr1:210013633|210094593	ENSG00000143469.20
chr1:210094322|210100461	ENSG00000143469.20
chr1:211018864|211082898	ENSG00000143473.13
chr1:211082780|211107377	ENSG00000143473.13
chr1:211182157|211183101	ENSG00000284376.1
chr1:211356367|211361162	ENSG00000082512.15
chr1:211384442|211391697	ENSG00000153363.14
chr1:211391616|211396831	ENSG00000153363.14
chr1:211839464|211851606	ENSG00000229258.6
chr1:212168207|212168715	ENSG00000229983.1
chr1:212387613|212410521	ENSG00000065600.13
chr1:212522779|212531688	ENSG00000286213.1
chr1:212784363|212787637	ENSG00000117697.15
chr1:212872678|212888001	ENSG00000162769.13
chr1:213005033|213007198	ENSG00000174606.14
chr1:213117317|213176492	ENSG00000136643.12
chr1:213129527|213230544	ENSG00000136643.12
chr1:215124633|215169359	ENSG00000082482.14
chr1:215169199|215169359	ENSG00000082482.14
chr1:215900075|216000562	ENSG00000042781.14
chr1:216567988|216677491	ENSG00000196482.18
chr1:216650973|216715249	ENSG00000196482.18
chr1:218363334|218436147	ENSG00000092969.12
chr1:219427270|219429175	ENSG00000228536.3
chr1:219996983|220011056	ENSG00000136628.18
chr1:220067302|220072957	ENSG00000162813.18
chr1:220125237|220126843	ENSG00000067704.10
chr1:220615939|220632313	ENSG00000116141.17
chr1:220791491|220798014	ENSG00000286231.1
chr1:220797874|220805274	ENSG00000286231.1
chr1:222526969|222532111	ENSG00000143512.13
chr1:222650292|222650711	ENSG00000154305.18
chr1:222719263|222725555	ENSG00000162819.12
chr1:222737904|222746719	ENSG00000197520.11
chr1:222742537|222746719	ENSG00000197520.11
chr1:222762119|222769798	ENSG00000287684.1
chr1:222823884|222831042	ENSG00000154309.9
chr1:222942807|222990748	ENSG00000154309.9
chr1:224033473|224035056	ENSG00000229930.1
chr1:224250212|224268133	ENSG00000143748.18
chr1:224364109|224365991	ENSG00000143771.12
chr1:224583164|224684843	ENSG00000143786.8
chr1:224954959|224960302	ENSG00000185842.16
chr1:225412454|225419452	ENSG00000143815.15
chr1:225422077|225424089	ENSG00000143815.15
chr1:225783300|225786985	ENSG00000143742.14
chr1:225828725|225840037	ENSG00000143819.13
chr1:225921208|225923771	ENSG00000143811.20
chr1:225921552|225923771	ENSG00000143811.20
chr1:225992398|225993002	ENSG00000143751.10
chr1:226297719|226301205	ENSG00000183814.16
chr1:226363943|226368321	ENSG00000143799.14
chr1:226641921|226647380	ENSG00000143772.11
chr1:226983761|226984941	ENSG00000163050.18
chr1:227069777|227091991	ENSG00000143776.20
chr1:227563580|227582606	ENSG00000181450.18
chr1:227731585|227759485	ENSG00000143740.15
chr1:227733907|227734816	ENSG00000081692.13
chr1:227816090|227817480	ENSG00000185888.5
chr1:228097078|228097452	ENSG00000143761.16
chr1:228102080|228102688	ENSG00000143793.13
chr1:228102310|228102688	ENSG00000143793.13
chr1:228362170|228366862	ENSG00000287315.1
chr1:228377489|228377712	ENSG00000154358.23
chr1:228397143|228401194	ENSG00000154370.16
chr1:229610106|229614485	ENSG00000135801.10
chr1:229872613|229885818	ENSG00000227043.3
chr1:229875664|229885818	ENSG00000227043.3
chr1:230178218|230236420	ENSG00000143641.10
chr1:230669356|230679052	ENSG00000135775.14
chr1:230772014|230786017	ENSG00000135773.13
chr1:230792426|230792928	ENSG00000135773.13
chr1:230916193|230920594	ENSG00000143643.13
chr1:230954333|230961303	ENSG00000143643.13
chr1:230988320|230990263	ENSG00000173409.14
chr1:230988320|230990698	ENSG00000173409.14
chr1:231226739|231229209	ENSG00000143633.13
chr1:231265712|231271000	ENSG00000116906.13
chr1:231370562|231462674	ENSG00000287856.1
chr1:231370562|231374099	ENSG00000287856.1
chr1:231373980|231462674	ENSG00000287856.1
chr1:231462472|231483006	ENSG00000287856.1
chr1:231529255|231537327	ENSG00000270106.6
chr1:231561128|231702024	ENSG00000270106.6
chr1:231701955|231771070	ENSG00000162946.23
chr1:232432247|232441868	ENSG00000116991.12
chr1:233346442|233353955	ENSG00000143674.11
chr1:233353807|233372160	ENSG00000143674.11
chr1:234646289|234655464	ENSG00000228044.3
chr1:235229231|235246511	ENSG00000054267.22
chr1:235327350|235335334	ENSG00000152904.11
chr1:235709091|235724180	ENSG00000143669.15
chr1:235993645|236029750	ENSG00000116962.15
chr1:235993645|236032652	ENSG00000116962.15
chr1:236013411|236026141	ENSG00000116962.15
chr1:236178414|236180028	ENSG00000077585.14
chr1:236525968|236537585	ENSG00000116977.19
chr1:236525968|236539089	ENSG00000116977.19
chr1:236572725|236592110	ENSG00000119285.11
chr1:236572725|236582872	ENSG00000119285.11
chr1:236576219|236582872	ENSG00000119285.11
chr1:236735635|236747775	ENSG00000077522.15
chr1:236755019|236757632	ENSG00000077522.15
chr1:237882466|237906110	ENSG00000237250.3
chr1:237885391|237887561	ENSG00000116996.10
chr1:238276037|238325833	ENSG00000234464.2
chr1:240330603|240355908	ENSG00000155816.21
chr1:240765438|240768304	ENSG00000226919.4
chr1:240768152|240771183	ENSG00000226919.4
chr1:240827098|240930768	ENSG00000182901.18
chr1:241446915|241448649	ENSG00000287516.1
chr1:241555612|241566612	ENSG00000117009.12
chr1:241586679|241590263	ENSG00000117009.12
chr1:242124468|242265448	ENSG00000180287.17
chr1:242177729|242178365	ENSG00000272865.2
chr1:243978410|244010092	ENSG00000226828.2
chr1:244420170|244424387	ENSG00000035687.10
chr1:244477906|244581854	ENSG00000179397.18
chr1:244560668|244588534	ENSG00000179397.18
chr1:245059386|245082162	ENSG00000203666.13
chr1:245216138|245226142	ENSG00000232192.1
chr1:246109076|246109893	ENSG00000226876.3
chr1:246551213|246556721	ENSG00000162851.8
chr1:246556573|246557534	ENSG00000162851.8
chr1:246740172|246759151	ENSG00000143653.10
chr1:246776979|246780583	ENSG00000227953.7
chr1:246781590|246782647	ENSG00000223519.8
chr1:246999348|247000074	ENSG00000135747.11
chr1:247211527|247212392	ENSG00000232347.1
chr1:247323154|247330081	ENSG00000162714.13
chr1:247418053|247434273	ENSG00000162711.18
chr1:247423230|247436140	ENSG00000162711.18
chr1:247526940|247556466	ENSG00000169224.13
chr1:248692120|248692770	ENSG00000229703.6
chr1:248698847|248745279	ENSG00000286015.1
chr1:248750524|248755386	ENSG00000259823.6
chr1:248814711|248820912	ENSG00000175137.11
chr1:248814711|248816884	ENSG00000175137.11
chr1:248855380|248856562	ENSG00000171163.16
chr12:197377|200783	ENSG00000111181.13
chr12:209891|212110	ENSG00000111181.13
chr12:242614|242754	ENSG00000010379.16
chr12:536218|544434	ENSG00000139044.12
chr12:929764|931321	ENSG00000002016.18
chr12:930051|931321	ENSG00000002016.18
chr12:1631298|1632905	ENSG00000111186.13
chr12:2771853|2787487	ENSG00000256150.2
chr12:2817223|2836956	ENSG00000111203.13
chr12:2820724|2821792	ENSG00000111203.13
chr12:2866393|2872247	ENSG00000111206.13
chr12:2938114|2939424	ENSG00000078246.17
chr12:3012170|3019170	ENSG00000197905.10
chr12:3549936|3569564	ENSG00000111218.12
chr12:3552703|3569564	ENSG00000111218.12
chr12:3644595|3673592	ENSG00000130038.10
chr12:3644595|3648613	ENSG00000130038.10
chr12:3822085|3830018	ENSG00000111224.14
chr12:4276005|4278919	ENSG00000285901.2
chr12:4278760|4349896	ENSG00000285901.2
chr12:4541884|4548836	ENSG00000111247.15
chr12:4596149|4599788	ENSG00000010219.14
chr12:4641899|4645192	ENSG00000111254.8
chr12:4654825|4659177	ENSG00000255639.3
chr12:4662533|4682300	ENSG00000255639.3
chr12:4682205|4685325	ENSG00000255639.3
chr12:4760958|4763390	ENSG00000130035.9
chr12:5238207|5240112	ENSG00000256115.6
chr12:5292105|5367934	ENSG00000256417.1
chr12:5402314|5404299	ENSG00000255983.1
chr12:5506565|5509832	ENSG00000185652.12
chr12:6315869|6317696	ENSG00000008323.16
chr12:6330267|6330711	ENSG00000067182.8
chr12:6384588|6385379	ENSG00000111321.11
chr12:6445424|6450352	ENSG00000139193.4
chr12:6450173|6450630	ENSG00000139193.4
chr12:6453447|6457744	ENSG00000139192.12
chr12:6465842|6466351	ENSG00000139190.17
chr12:6517779|6525716	ENSG00000010292.13
chr12:6525583|6526615	ENSG00000010292.13
chr12:6578409|6578917	ENSG00000111642.16
chr12:6591466|6593228	ENSG00000111642.16
chr12:6651324|6655913	ENSG00000111653.20
chr12:6652662|6653050	ENSG00000111653.20
chr12:6652662|6663101	ENSG00000111653.20
chr12:6697287|6698104	ENSG00000139200.14
chr12:6727926|6728311	ENSG00000111652.10
chr12:6750713|6752054	ENSG00000089693.11
chr12:6773192|6774001	ENSG00000089692.9
chr12:6799325|6800187	ENSG00000010610.10
chr12:6830639|6831914	ENSG00000110811.20
chr12:6831825|6833644	ENSG00000110811.20
chr12:6831825|6834049	ENSG00000110811.20
chr12:6842970|6843525	ENSG00000111664.11
chr12:6857629|6861106	ENSG00000111667.14
chr12:6951459|6951731	ENSG00000111679.17
chr12:6966424|6970280	ENSG00000215021.10
chr12:6967892|6970280	ENSG00000215021.10
chr12:6974339|6974693	ENSG00000126749.16
chr12:7651023|7652835	ENSG00000111701.7
chr12:7652438|7654632	ENSG00000111701.7
chr12:7788419|7789765	ENSG00000111704.11
chr12:7821221|7830006	ENSG00000173262.12
chr12:8043701|8048289	ENSG00000065970.9
chr12:8089936|8090299	ENSG00000284697.1
chr12:8091769|8095703	ENSG00000089818.18
chr12:8120908|8129362	ENSG00000284697.1
chr12:8125561|8135736	ENSG00000111729.15
chr12:8172555|8174452	ENSG00000196946.11
chr12:8188472|8194481	ENSG00000226711.8
chr12:8236971|8238749	ENSG00000164845.16
chr12:8386763|8390511	ENSG00000226091.7
chr12:8457898|8459698	ENSG00000205846.4
chr12:8515236|8518274	ENSG00000166527.8
chr12:8654437|8660898	ENSG00000197614.11
chr12:8868230|8869203	ENSG00000166535.20
chr12:8922657|8934012	ENSG00000111752.11
chr12:8943801|8945584	ENSG00000003056.8
chr12:9162597|9165367	ENSG00000126838.10
chr12:9400236|9402556	ENSG00000256673.1
chr12:9518162|9532658	ENSG00000214776.12
chr12:9518162|9531759	ENSG00000214776.12
chr12:9571461|9584164	ENSG00000284634.1
chr12:9599767|9601599	ENSG00000111796.4
chr12:9606353|9633529	ENSG00000284634.1
chr12:9642872|9653808	ENSG00000284634.1
chr12:9922066|9926343	ENSG00000188393.9
chr12:9939909|9942572	ENSG00000225231.2
chr12:9978966|9980733	ENSG00000172322.14
chr12:9996846|9999300	ENSG00000165682.15
chr12:10040848|10041620	ENSG00000256626.1
chr12:10051991|10061273	ENSG00000197992.7
chr12:10073293|10081413	ENSG00000150048.10
chr12:10166712|10169175	ENSG00000173391.9
chr12:10309388|10309688	ENSG00000134539.17
chr12:10378554|10379792	ENSG00000255819.7
chr12:10593781|10598209	ENSG00000256667.6
chr12:10607854|10609941	ENSG00000111196.10
chr12:10701960|10704148	ENSG00000060138.13
chr12:10715694|10718121	ENSG00000060138.13
chr12:11431482|11435158	ENSG00000255790.6
chr12:11434992|11486151	ENSG00000255790.6
chr12:11435126|11486151	ENSG00000255790.6
chr12:11752450|11869969	ENSG00000139083.11
chr12:12684351|12695511	ENSG00000183150.8
chr12:12814131|12824016	ENSG00000213782.7
chr12:12821655|12823319	ENSG00000213782.7
chr12:12927727|12944481	ENSG00000247498.11
chr12:13066640|13068711	ENSG00000084444.14
chr12:13066640|13071396	ENSG00000084444.14
chr12:13615114|13675859	ENSG00000273079.7
chr12:14511511|14540902	ENSG00000121316.11
chr12:14645229|14661062	ENSG00000070019.5
chr12:14665859|14718075	ENSG00000214772.2
chr12:14794537|14799728	ENSG00000084463.8
chr12:14801320|14802032	ENSG00000084463.8
chr12:14884213|14884887	ENSG00000111341.10
chr12:14917178|14921048	ENSG00000139055.7
chr12:14949802|14950724	ENSG00000111348.9
chr12:15524814|15557523	ENSG00000151490.15
chr12:15883083|15895496	ENSG00000023734.11
chr12:16224414|16257870	ENSG00000188991.3
chr12:16239681|16244800	ENSG00000188991.3
chr12:16736242|16749876	ENSG00000283240.1
chr12:17586231|17589090	ENSG00000256994.2
chr12:18085620|18088956	ENSG00000111404.7
chr12:18381766|18488629	ENSG00000139144.11
chr12:18696150|18701776	ENSG00000139151.16
chr12:18699794|18705315	ENSG00000139151.16
chr12:19287473|19291697	ENSG00000052126.15
chr12:19473248|19500221	ENSG00000139154.16
chr12:20633693|20639957	ENSG00000172572.7
chr12:20705949|20722049	ENSG00000139155.9
chr12:20715139|20723254	ENSG00000139155.9
chr12:20861017|20875477	ENSG00000257046.5
chr12:20875235|20881020	ENSG00000257046.5
chr12:21022850|21048907	ENSG00000205754.12
chr12:21022850|21047217	ENSG00000257046.5
chr12:21067319|21076569	ENSG00000257062.6
chr12:21176776|21200672	ENSG00000134538.3
chr12:21318782|21334704	ENSG00000084453.17
chr12:21334588|21417945	ENSG00000084453.17
chr12:21475676|21483574	ENSG00000004700.16
chr12:21501817|21506976	ENSG00000111711.10
chr12:21526886|21527192	ENSG00000134548.11
chr12:21559651|21563038	ENSG00000285854.1
chr12:21562918|21574326	ENSG00000285854.1
chr12:21827210|21831194	ENSG00000257022.1
chr12:21852368|21872730	ENSG00000069431.14
chr12:21864439|21906288	ENSG00000069431.14
chr12:22126629|22130559	ENSG00000283582.1
chr12:22478313|22506819	ENSG00000111731.13
chr12:23185474|23189164	ENSG00000256321.6
chr12:24227161|24227818	ENSG00000256120.2
chr12:24277216|24368639	ENSG00000134532.19
chr12:24763861|24767226	ENSG00000255745.2
chr12:24842082|24881411	ENSG00000060982.15
chr12:24997434|25006403	ENSG00000226397.8
chr12:25101938|25104058	ENSG00000118308.16
chr12:25228775|25245395	ENSG00000133703.14
chr12:26913457|26917441	ENSG00000064102.15
chr12:26928205|26928905	ENSG00000064102.15
chr12:26990450|26995408	ENSG00000064115.11
chr12:27387228|27390239	ENSG00000029153.15
chr12:27472776|27488547	ENSG00000165935.9
chr12:27474786|27488547	ENSG00000165935.9
chr12:27771048|27780236	ENSG00000205693.4
chr12:27970025|27972019	ENSG00000087494.16
chr12:29270412|29307835	ENSG00000064763.12
chr12:29292215|29308044	ENSG00000257176.3
chr12:29297021|29311146	ENSG00000064763.12
chr12:30723259|30731510	ENSG00000110888.19
chr12:30798145|30800021	ENSG00000285517.1
chr12:30997411|30999304	ENSG00000226472.8
chr12:31451940|31495919	ENSG00000170456.16
chr12:31660796|31662267	ENSG00000139160.13
chr12:32602161|32619870	ENSG00000139132.16
chr12:32602161|32610834	ENSG00000139132.16
chr12:32707367|32713371	ENSG00000087470.19
chr12:32750719|32754085	ENSG00000139131.13
chr12:32824045|32850973	ENSG00000057294.16
chr12:33385171|33408318	ENSG00000110975.8
chr12:39600571|39607714	ENSG00000173208.4
chr12:39600571|39604930	ENSG00000173208.4
chr12:39683415|39692112	ENSG00000180116.15
chr12:40521474|40522696	ENSG00000205592.16
chr12:42105818|42119171	ENSG00000151233.11
chr12:42105818|42109691	ENSG00000151233.11
chr12:42210548|42237724	ENSG00000015153.15
chr12:42355161|42384996	ENSG00000134283.18
chr12:42469450|42472564	ENSG00000139174.12
chr12:42643317|42644294	ENSG00000257510.2
chr12:42647103|42652583	ENSG00000257164.5
chr12:42687459|42693931	ENSG00000257114.3
chr12:43431332|43440069	ENSG00000173157.18
chr12:43439897|43454052	ENSG00000173157.18
chr12:44083589|44143624	ENSG00000139173.10
chr12:44610848|44665609	ENSG00000184613.11
chr12:45519054|45600784	ENSG00000257657.3
chr12:46204532|46229639	ENSG00000111371.16
chr12:46367267|46370627	ENSG00000134294.14
chr12:46779611|46784634	ENSG00000139209.16
chr12:46785104|46793178	ENSG00000139209.16
chr12:47210640|47216264	ENSG00000247774.8
chr12:47740141|47741040	ENSG00000079337.16
chr12:47798562|47802274	ENSG00000061273.18
chr12:47964209|47966732	ENSG00000134291.12
chr12:47983385|47985826	ENSG00000139219.19
chr12:48009361|48010570	ENSG00000258203.5
chr12:48065596|48074607	ENSG00000079387.14
chr12:48097994|48101516	ENSG00000079387.14
chr12:48122767|48130436	ENSG00000152556.17
chr12:48204423|48222060	ENSG00000269514.3
chr12:48347252|48348115	ENSG00000167528.13
chr12:48699778|48705896	ENSG00000129315.11
chr12:48772295|48773647	ENSG00000174233.12
chr12:48775303|48776350	ENSG00000174233.12
chr12:48834320|48835214	ENSG00000174243.10
chr12:48914404|48918903	ENSG00000139537.11
chr12:48939997|48941188	ENSG00000134287.10
chr12:48953113|48956197	ENSG00000134287.10
chr12:49005306|49008599	ENSG00000257913.3
chr12:49024810|49027930	ENSG00000167548.18
chr12:49066476|49066701	ENSG00000167550.11
chr12:49066619|49067035	ENSG00000167550.11
chr12:49105924|49107045	ENSG00000139636.16
chr12:49296716|49303892	ENSG00000258334.1
chr12:49296716|49324339	ENSG00000258334.1
chr12:49297148|49297577	ENSG00000135406.14
chr12:49323604|49325884	ENSG00000135451.13
chr12:49489465|49497009	ENSG00000123352.18
chr12:49543275|49549640	ENSG00000135519.8
chr12:49563001|49564895	ENSG00000187778.14
chr12:49598755|49603367	ENSG00000135436.8
chr12:49599469|49603367	ENSG00000135436.8
chr12:49666127|49668554	ENSG00000161791.14
chr12:49752973|49758480	ENSG00000139644.13
chr12:49793352|49793896	ENSG00000167566.17
chr12:49889481|49890722	ENSG00000135472.9
chr12:49921926|49924513	ENSG00000257771.6
chr12:49950737|49954319	ENSG00000167580.8
chr12:49968046|49974482	ENSG00000086159.13
chr12:50104574|50106426	ENSG00000167588.13
chr12:50412405|50420887	ENSG00000161813.23
chr12:50415712|50427909	ENSG00000161813.23
chr12:50416346|50429090	ENSG00000161813.23
chr12:50655011|50671398	ENSG00000066084.13
chr12:50660194|50671398	ENSG00000066084.13
chr12:50780140|50788325	ENSG00000123268.9
chr12:50780140|50796009	ENSG00000123268.9
chr12:50843842|50859053	ENSG00000186452.11
chr12:50952441|50953259	ENSG00000289695.1
chr12:51049034|51053860	ENSG00000050426.16
chr12:51099655|51102025	ENSG00000135457.11
chr12:51341244|51342700	ENSG00000139610.2
chr12:51341244|51345877	ENSG00000139610.2
chr12:51342575|51343853	ENSG00000139610.2
chr12:51383492|51390937	ENSG00000139629.16
chr12:51817947|51823570	ENSG00000260473.2
chr12:51975265|51984166	ENSG00000135503.13
chr12:51976327|51984166	ENSG00000135503.13
chr12:51980969|51985348	ENSG00000135503.13
chr12:52173038|52180608	ENSG00000167767.14
chr12:52173600|52180963	ENSG00000167767.14
chr12:52253213|52253765	ENSG00000135477.11
chr12:52316859|52317970	ENSG00000170523.3
chr12:52362251|52364366	ENSG00000135443.8
chr12:52381080|52383065	ENSG00000161849.3
chr12:52381080|52382532	ENSG00000161849.3
chr12:52396012|52401349	ENSG00000161850.3
chr12:52430541|52431638	ENSG00000170454.6
chr12:52450012|52491736	NA
chr12:52471132|52490068	NA
chr12:52517107|52518163	ENSG00000186081.12
chr12:52547857|52549353	ENSG00000139648.7
chr12:52569859|52572004	ENSG00000170484.10
chr12:52590836|52592491	ENSG00000170486.11
chr12:52591464|52592952	ENSG00000170486.11
chr12:52592396|52592952	ENSG00000170486.11
chr12:52611204|52613852	ENSG00000186049.8
chr12:52677059|52677745	ENSG00000167768.4
chr12:52692755|52696430	ENSG00000189182.10
chr12:52771871|52773642	ENSG00000185069.2
chr12:52791691|52793223	ENSG00000186442.7
chr12:52792239|52793223	ENSG00000186442.7
chr12:52823016|52830118	ENSG00000185640.6
chr12:52847907|52848621	ENSG00000170423.13
chr12:53073286|53075811	ENSG00000167778.9
chr12:53104151|53105243	ENSG00000167780.12
chr12:53159887|53171988	ENSG00000139631.20
chr12:53281507|53286912	ENSG00000135476.12
chr12:53295839|53296275	ENSG00000288663.1
chr12:53297850|53300262	ENSG00000288663.1
chr12:53297850|53298150	ENSG00000288663.1
chr12:53298045|53303193	ENSG00000288663.1
chr12:53308725|53309281	ENSG00000094914.14
chr12:53308960|53314441	ENSG00000094914.14
chr12:53309157|53314849	ENSG00000094914.14
chr12:53424709|53429010	ENSG00000135409.11
chr12:53483911|53485475	ENSG00000139625.13
chr12:53724645|53725266	ENSG00000012822.16
chr12:53966276|53968756	ENSG00000228630.5
chr12:53967269|53968756	ENSG00000228630.5
chr12:54252041|54257692	ENSG00000094916.16
chr12:54284258|54284601	ENSG00000135486.19
chr12:54342206|54348051	ENSG00000111481.10
chr12:54375844|54384560	ENSG00000161642.18
chr12:54459089|54465167	ENSG00000170627.11
chr12:54570241|54573480	ENSG00000123360.12
chr12:54632241|54633233	ENSG00000135413.9
chr12:54966388|54967892	ENSG00000135426.16
chr12:54967183|54967946	ENSG00000135426.16
chr12:55362975|55363882	ENSG00000187857.5
chr12:55493091|55585471	ENSG00000258763.5
chr12:55694615|55697277	ENSG00000135424.19
chr12:55726700|55726964	ENSG00000135404.12
chr12:55726700|55728352	ENSG00000135404.12
chr12:55726700|55727339	ENSG00000135404.12
chr12:55796025|55817720	ENSG00000205323.9
chr12:55822001|55822475	ENSG00000257390.5
chr12:55823070|55823508	ENSG00000135392.19
chr12:55829960|55831349	ENSG00000182796.15
chr12:55831257|55833038	ENSG00000182796.15
chr12:55839496|55842438	ENSG00000123342.16
chr12:55937978|55938560	ENSG00000065357.20
chr12:55940082|55941584	ENSG00000065357.20
chr12:55961317|55961732	ENSG00000185664.15
chr12:55968049|55968948	ENSG00000123374.11
chr12:55999333|56002271	ENSG00000139531.13
chr12:56019318|56025158	ENSG00000123411.15
chr12:56092986|56095310	ENSG00000065361.17
chr12:56096748|56100245	ENSG00000065361.17
chr12:56106588|56107095	ENSG00000170515.14
chr12:56158684|56160320	ENSG00000092841.19
chr12:56160243|56162331	ENSG00000092841.19
chr12:56225373|56225695	ENSG00000139579.13
chr12:56267794|56269251	ENSG00000135469.14
chr12:56285916|56286645	ENSG00000144785.8
chr12:56309966|56314966	ENSG00000144785.8
chr12:56348752|56350888	ENSG00000170581.14
chr12:56349589|56351450	ENSG00000170581.14
chr12:56349589|56350888	ENSG00000170581.14
chr12:56420963|56422992	ENSG00000111602.12
chr12:56453591|56458574	ENSG00000135517.9
chr12:56472690|56475977	ENSG00000135423.13
chr12:56713537|56724523	ENSG00000196531.14
chr12:56725263|56738525	ENSG00000285625.1
chr12:57012378|57013671	ENSG00000166863.13
chr12:57012822|57013671	ENSG00000166863.13
chr12:57048210|57050106	ENSG00000166866.13
chr12:57102290|57108299	ENSG00000166888.12
chr12:57102290|57107314	ENSG00000166888.12
chr12:57201497|57201947	ENSG00000123384.14
chr12:57209083|57210480	ENSG00000123384.14
chr12:57230803|57231560	ENSG00000182199.11
chr12:57231713|57233662	ENSG00000182199.11
chr12:57232211|57233345	ENSG00000182199.11
chr12:57236593|57237335	ENSG00000185633.11
chr12:57244916|57248198	ENSG00000185482.8
chr12:57249041|57249730	ENSG00000185482.8
chr12:57266731|57269449	ENSG00000179912.21
chr12:57272453|57295507	ENSG00000179912.21
chr12:57464703|57465925	ENSG00000111087.10
chr12:57475483|57476454	ENSG00000123329.20
chr12:57524953|57527660	ENSG00000166987.15
chr12:57532572|57533303	ENSG00000175203.17
chr12:57561518|57563526	ENSG00000155980.13
chr12:57582602|57582861	ENSG00000155980.13
chr12:57606443|57607613	ENSG00000178498.16
chr12:57614689|57615017	ENSG00000240771.8
chr12:57620342|57623137	ENSG00000135502.19
chr12:57621263|57623913	ENSG00000135502.19
chr12:57631200|57632133	ENSG00000135454.14
chr12:57694706|57695843	ENSG00000135506.16
chr12:57730495|57732512	ENSG00000135439.12
chr12:57731366|57734679	ENSG00000135439.12
chr12:57745069|57745912	ENSG00000135452.10
chr12:57771094|57771605	ENSG00000037897.17
chr12:57773017|57786291	ENSG00000257921.6
chr12:57783615|57786291	ENSG00000123297.20
chr12:57826346|57829596	ENSG00000175215.11
chr12:58570702|58617128	ENSG00000257259.3
chr12:58880581|58887932	ENSG00000139263.12
chr12:59704772|59771362	ENSG00000118596.12
chr12:61682110|61685833	ENSG00000286402.1
chr12:62294179|62302920	ENSG00000135655.16
chr12:63782541|63789931	ENSG00000118600.13
chr12:64274901|64286060	ENSG00000185306.13
chr12:64474230|64484499	ENSG00000183735.11
chr12:64541581|64684894	ENSG00000153179.13
chr12:64744809|64747918	ENSG00000135677.11
chr12:64745659|64747918	ENSG00000135677.11
chr12:64830377|64864780	ENSG00000288591.1
chr12:64830377|64843485	ENSG00000288591.1
chr12:64832119|64843485	ENSG00000288591.1
chr12:65056073|65062576	ENSG00000156076.10
chr12:65558470|65559729	ENSG00000255866.2
chr12:65628856|65629542	ENSG00000256915.2
chr12:66145841|66152376	ENSG00000155957.19
chr12:66147908|66169998	ENSG00000155957.19
chr12:66147908|66153448	ENSG00000155957.19
chr12:66210147|66226837	ENSG00000090376.11
chr12:66313986|66325126	ENSG00000127311.10
chr12:66626619|66630336	ENSG00000155974.13
chr12:67091547|67094857	ENSG00000257083.7
chr12:67718343|67722713	ENSG00000255970.1
chr12:68225149|68225500	ENSG00000111536.5
chr12:68251513|68252829	ENSG00000127318.11
chr12:68252504|68252829	ENSG00000127318.11
chr12:68433854|68442141	ENSG00000251301.8
chr12:68747930|68752190	ENSG00000175782.11
chr12:68813554|68824430	ENSG00000135679.27
chr12:69365633|69365884	ENSG00000127337.7
chr12:69530865|69532056	ENSG00000166225.9
chr12:69569005|69571434	ENSG00000166225.9
chr12:69800209|69801721	ENSG00000127328.22
chr12:69812778|69813033	ENSG00000258052.1
chr12:69897156|69926734	ENSG00000166268.11
chr12:70224965|70230018	ENSG00000257815.8
chr12:70278132|70285586	ENSG00000111596.14
chr12:70342107|70342307	ENSG00000111596.14
chr12:70342258|70344228	ENSG00000111596.14
chr12:70576382|70590233	ENSG00000127329.16
chr12:71069278|71104526	ENSG00000257454.1
chr12:71156900|71157787	ENSG00000127324.9
chr12:71559586|71566912	ENSG00000139292.13
chr12:71689591|71696573	ENSG00000139291.14
chr12:71770592|71774022	ENSG00000080371.6
chr12:72261198|72264621	ENSG00000236333.4
chr12:72264482|72272162	ENSG00000236333.4
chr12:72286681|72303240	ENSG00000072657.10
chr12:72562165|72575388	ENSG00000072657.10
chr12:74285860|74402137	ENSG00000251138.7
chr12:75050390|75208002	ENSG00000166006.14
chr12:75050390|75209824	ENSG00000166006.14
chr12:75343693|75347722	ENSG00000173401.10
chr12:75410434|75413701	ENSG00000180481.11
chr12:75481834|75490518	ENSG00000139278.10
chr12:75505198|75506916	ENSG00000111615.14
chr12:75692105|75777530	ENSG00000258077.2
chr12:76386168|76394729	ENSG00000091039.17
chr12:76769073|76797537	ENSG00000186908.15
chr12:77055855|77064635	ENSG00000165891.16
chr12:77228916|77312230	ENSG00000257677.2
chr12:77968519|77998476	ENSG00000067798.16
chr12:79217503|79296236	ENSG00000067715.14
chr12:80278168|80313632	ENSG00000165899.12
chr12:80358671|80367739	ENSG00000165899.12
chr12:80358860|80367739	ENSG00000165899.12
chr12:80403086|80404470	ENSG00000139304.16
chr12:80848099|80848322	ENSG00000111052.8
chr12:81117966|81124513	ENSG00000258026.2
chr12:81199341|81199711	ENSG00000111058.8
chr12:81284216|81292524	ENSG00000257467.6
chr12:81292394|81296769	ENSG00000257467.6
chr12:81344664|81347770	ENSG00000139220.17
chr12:81375733|81440046	ENSG00000139220.17
chr12:82398795|82434724	ENSG00000127720.8
chr12:82895818|82965109	ENSG00000179104.9
chr12:82930431|82966997	ENSG00000179104.9
chr12:82965024|82986046	ENSG00000179104.9
